Date,Order Id,Pair,Type,Side,Price,Avg Price,Amount,Executed,Total,Trigger Conditions,Trigger Time,Remarks,Status
2024-07-20 07:00:45.339,"1734116914219738368	",BONK/PHP,LIMIT,BUY,0.001854,0.001854,269688,269688,500.001552 PHP,,,,FILLED
2024-07-20 04:23:47.129,"1734037908581541120	",BONK/PHP,LIMIT,BUY,0.00184,0.00184,271740,271740,500.0016 PHP,,,,FILLED
2024-07-20 04:22:55.580,"1734037476140410112	",BONK/PHP,LIMIT,BUY,0.00184,0.00184,54348,54348,100.00032 PHP,,,,FILLED
2024-07-20 03:39:14.097,"1734015485547144448	",BONK/PHP,LIMIT,BUY,0.001856,0.001855,53880,53880,99.9474 PHP,,,,FILLED
2024-07-20 03:36:35.792,"1734014157580166400	",SOL/PHP,LIMIT,BUY,9930.2,9930.2,0.011,0.011,109.2322 PHP,,,,FILLED
2024-07-19 23:54:39.843,"1733902455320634627	",WIF/PHP,LIMIT,SELL,148.09,148.09,4.21,4.21,623.4589 PHP,,,,FILLED
2024-07-19 23:30:41.004,"1733890385455899905	",FLOKI/PHP,LIMIT,SELL,0.011014,0.011014,39298,39298,432.828172 PHP,,,,FILLED
2024-07-19 23:20:39.318,"1733885338147906816	",BONK/PHP,LIMIT,SELL,0.001836,0.001836,668649,668649,1227.639564 PHP,,,,FILLED
2024-07-19 23:18:46.809,"1733884394345620736	",BONK/PHP,LIMIT,SELL,0.001839,0,668649,0,0 PHP,,,,CANCELED
2024-07-19 16:07:24.315,"1733667276324889859	",WIF/PHP,LIMIT,SELL,150,0,4.21,0,0 PHP,,,,CANCELED
2024-07-19 15:47:21.033,"1733657182405158144	",BONK/PHP,LIMIT,BUY,0.001742,0.001735,114811,114811,199.197085 PHP,,,,FILLED
2024-07-19 15:43:10.512,"1733655080865916162	",BONK/PHP,LIMIT,BUY,0.001742,0.001742,114811,114811,200.000762 PHP,,,,FILLED
2024-07-19 14:49:43.786,"1733628180906927360	",SOL/PHP,LIMIT,BUY,9817.9,9817.9,0.021,0.021,206.1759 PHP,,,,FILLED
2024-07-19 14:30:28.701,"1733618491351655680	",XRP/PHP,LIMIT,BUY,32.84,32.84,15.23,15.23,500.1532 PHP,,,,FILLED
2024-07-19 14:16:20.348,"1733611374850893057	",ETH/PHP,LIMIT,BUY,201373.2,201373.2,0.000249,0.000249,50.1419268 PHP,,,,FILLED
2024-07-19 14:09:44.180,"1733608051536061700	",BONK/PHP,LIMIT,BUY,0.001666,0.001666,60025,60025,100.00165 PHP,,,,FILLED
2024-07-19 06:46:51.893,"1733385147045143808	",BONK/PHP,LIMIT,BUY,0.001625,0.001625,61539,61539,100.000875 PHP,,,,FILLED
2024-07-19 06:45:57.553,"1733384691216573698	",SHIB/PHP,LIMIT,BUY,0.0010192,0.0010192,196233,196233,200.0006736 PHP,,,,FILLED
2024-07-19 06:28:46.897,"1733376045447406850	",TRUMP/PHP,LIMIT,BUY,384.7,384.7,0.26,0.26,100.022 PHP,,,,FILLED
2024-07-18 16:50:46.727,"1732964331149092096	",TRUMP/PHP,LIMIT,BUY,393.5,393.5,0.26,0.26,102.31 PHP,,,,FILLED
2024-07-18 16:02:53.649,"1732940230015608065	",BONK/PHP,LIMIT,BUY,0.001527,0.001522,65488,65488,99.672736 PHP,,,,FILLED
2024-07-18 15:58:22.092,"1732937952038774016	",BONK/PHP,LIMIT,BUY,0.001527,0.001527,65488,65488,100.000176 PHP,,,,FILLED
2024-07-18 15:47:43.759,"1732932597296686338	",BTC/PHP,LIMIT,BUY,3712232.8,3712232.8,0.000027,0.000027,100.2302856 PHP,,,,FILLED
2024-07-18 15:31:02.857,"1732924201122161922	",TRUMP/PHP,LIMIT,BUY,380,380,0.79,0.79,300.2 PHP,,,,FILLED
2024-07-18 15:29:45.038,"1732923548337464579	",SHIB/PHP,LIMIT,BUY,0.0010068,0.0010068,198650,198650,200.00082 PHP,,,,FILLED
2024-07-18 13:49:51.040,"1732873267046278402	",TRUMP/PHP,LIMIT,BUY,400,400,0.25,0.25,100 PHP,,,,FILLED
2024-07-18 13:47:26.205,"1732872052057072901	",TRUMP/PHP,LIMIT,BUY,414.8,414.8,0.73,0.73,302.804 PHP,,,,FILLED
2024-07-18 13:39:32.699,"1732868080101516545	",SHIB/PHP,LIMIT,BUY,0.0010241,0.0010241,292941,292941,300.0008781 PHP,,,,FILLED
2024-07-18 12:36:06.576,"1732836151952172288	",BONK/PHP,LIMIT,BUY,0.001603,0.001603,124767,124767,200.001501 PHP,,,,FILLED
2024-07-18 12:34:51.490,"1732835522076763392	",WIF/PHP,LIMIT,BUY,143.38,143.36,2.1,2.1,301.056 PHP,,,,FILLED
2024-07-18 12:34:00.729,"1732835096254244099	",WIF/PHP,LIMIT,BUY,142.46,142.46,2.11,2.11,300.5906 PHP,,,,FILLED
2024-07-18 12:32:34.919,"1732834376436180224	",BTC/PHP,LIMIT,BUY,3762444.2,3762444.2,0.0000266,0.0000266,100.08101572 PHP,,,,FILLED
2024-07-17 16:34:02.705,"1732231133054133509	",BTC/PHP,LIMIT,BUY,3728034,3728034,0.0000135,0.0000135,50.328459 PHP,,,,FILLED
2024-07-17 16:23:43.170,"1732225936009487616	",BTC/PHP,LIMIT,BUY,3741882.5,3741882.5,0.0000268,0.0000268,100.282451 PHP,,,,FILLED
2024-07-17 16:08:36.209,"1732218327877575936	",TRUMP/PHP,LIMIT,BUY,444.6,444.6,0.23,0.23,102.258 PHP,,,,FILLED
2024-07-17 16:00:11.015,"1732214090003145986	",BTC/PHP,LIMIT,BUY,3760024.7,3760024.7,0.0000266,0.0000266,100.01665702 PHP,,,,FILLED
2024-07-17 15:59:31.659,"1732213759852700931	",SOL/PHP,LIMIT,BUY,9229.2,9229.2,0.011,0.011,101.5212 PHP,,,,FILLED
2024-07-17 15:58:54.001,"1732213443962889475	",TRUMP/PHP,LIMIT,BUY,447.2,447.2,0.23,0.23,102.856 PHP,,,,FILLED
2024-07-17 15:57:29.403,"1732212734311818496	",FLOKI/PHP,LIMIT,BUY,0.010646,0.010646,9394,9394,100.008524 PHP,,,,FILLED
2024-07-17 15:56:45.583,"1732212366748181769	",BONK/PHP,LIMIT,BUY,0.001599,0.001599,62540,62540,100.00146 PHP,,,,FILLED
2024-07-17 15:55:04.994,"1732211522904548610	",BTC/PHP,LIMIT,BUY,3762946.5,3762946.5,0.0000266,0.0000266,100.0943769 PHP,,,,FILLED
2024-07-17 13:05:44.277,"1732126288641025283	",TRUMP/PHP,LIMIT,BUY,447.4,447.4,0.68,0.68,304.232 PHP,,,,FILLED
2024-07-17 10:38:15.672,"1732052061162333442	",DOGE/PHP,LIMIT,SELL,7.306,7.306,32,32,233.792 PHP,,,,FILLED
2024-07-17 10:34:46.966,"1732050310409512193	",BONK/PHP,LIMIT,SELL,0.001649,0.001649,1349176,1349176,2224.791224 PHP,,,,FILLED
2024-07-16 04:22:57.241,"1731138387149088000	",BONK/PHP,LIMIT,BUY,0.001637,0.001625,305437,305437,496.335125 PHP,,,,FILLED
2024-07-16 04:20:50.937,"1731137327642731777	",SOL/PHP,LIMIT,BUY,9244.6,9244.6,0.011,0.011,101.6906 PHP,,,,FILLED
2024-07-16 04:16:04.477,"1731134924642084096	",BTC/PHP,LIMIT,BUY,3772867,3772867,0.0000266,0.0000266,100.3582622 PHP,,,,FILLED
2024-07-16 01:23:24.474,"1731048018629649664	",FLOKI/PHP,LIMIT,SELL,0.012,0,11583,0,0 PHP,,,,CANCELED
2024-07-16 01:20:37.207,"1731046615500743936	",FLOKI/PHP,LIMIT,BUY,0.0109,0.0109,18349,18349,200.0041 PHP,,,,FILLED
2024-07-16 01:01:25.133,"1731036951203570944	",PEPE/PHP,LIMIT,BUY,0.0007006,0.0007006,142735,142735,100.000141 PHP,,,,FILLED
2024-07-16 00:52:00.954,"1731032218518709504	",SHIB/PHP,LIMIT,BUY,0.001159,0.001159,431407,431407,500.000713 PHP,,,,FILLED
2024-07-16 00:48:56.556,"1731030671684560128	",SHIB/PHP,LIMIT,BUY,0.0011645,0.0011645,85874,85874,100.000273 PHP,,,,FILLED
2024-07-15 22:52:18.656,"1730971969044636930	",WIF/PHP,LIMIT,SELL,130,130,3.43,3.43,445.9 PHP,,,,FILLED
2024-07-15 22:51:13.294,"1730971420740052226	",WIF/PHP,LIMIT,BUY,123.31,123.31,2.44,2.44,300.8764 PHP,,,,FILLED
2024-07-15 18:38:04.554,"1730844008354178305	",TRUMP/PHP,LIMIT,BUY,476.7,476.7,0.21,0.21,100.107 PHP,,,,FILLED
2024-07-15 18:29:37.647,"1730839756110062851	",BTC/PHP,LIMIT,BUY,3692749.6,3692749.6,0.0000271,0.0000271,100.07351416 PHP,,,,FILLED
2024-07-15 10:57:08.026,"1730612008582145284	",BONK/PHP,LIMIT,BUY,0.00141,0.00141,70922,70922,100.00002 PHP,,,,FILLED
2024-07-15 10:35:47.836,"1730601269561681152	",BTC/PHP,LIMIT,BUY,3667783.2,3667783.2,0.0000273,0.0000273,100.13048136 PHP,,,,FILLED
2024-07-14 13:58:00.700,"1729978271678883072	",BTC/PHP,LIMIT,BUY,3476434.8,3476434.8,0.0000288,0.0000288,100.12132224 PHP,,,,FILLED
2024-07-14 13:30:38.812,"1729964498515682565	",TRUMP/PHP,LIMIT,BUY,400,400,0.25,0.25,100 PHP,,,,FILLED
2024-07-14 11:55:30.851,"1729916616659985666	",WIF/PHP,LIMIT,BUY,100.86,100.86,1,1,100.86 PHP,,,,FILLED
2024-07-14 11:53:33.906,"1729915635662611715	",FLOKI/PHP,LIMIT,BUY,0.00862,0.00862,11601,11601,100.00062 PHP,,,,FILLED
2024-07-14 11:49:44.102,"1729913707935327488	",PEPE/PHP,LIMIT,BUY,0.0005248,0.0005248,190549,190549,100.0001152 PHP,,,,FILLED
2024-07-14 11:46:51.064,"1729912256387376384	",TRUMP/PHP,LIMIT,SELL,500.1,500.1,0.57,0.57,285.057 PHP,,,,FILLED
2024-07-14 11:46:14.070,"1729911946059212032	",TRUMP/PHP,LIMIT,SELL,512.2,0,0.57,0,0 PHP,,,,CANCELED
2024-07-14 11:43:49.340,"1729910731975976196	",TRUMP/PHP,LIMIT,BUY,512.2,511,0.2,0.2,102.2 PHP,,,,FILLED
2024-07-14 11:36:18.118,"1729906946843108610	",BTC/PHP,LIMIT,BUY,3497281.8,3497281.8,0.0000286,0.0000286,100.02225948 PHP,,,,FILLED
2024-07-14 11:35:24.732,"1729906499017270528	",SOL/PHP,LIMIT,BUY,8506.4,8502.8,0.012,0.012,102.0336 PHP,,,,FILLED
2024-07-14 11:22:39.370,"1729900078787749122	",SOL/PHP,LIMIT,BUY,8500.5,8499.9,0.012,0.012,101.9988 PHP,,,,FILLED
2024-07-14 11:21:34.867,"1729899537613481217	",SOL/PHP,LIMIT,BUY,8483.1,8483.1,0.012,0.012,101.7972 PHP,,,,FILLED
2024-07-14 11:13:27.386,"1729895448334853376	",SHIB/PHP,LIMIT,BUY,0.0010117,0.0010117,98844,98844,100.0004748 PHP,,,,FILLED
2024-07-14 11:11:25.883,"1729894429060261125	",BONK/PHP,LIMIT,BUY,0.00137,0.00137,72993,72993,100.00041 PHP,,,,FILLED
2024-07-14 11:08:04.100,"1729892736398550272	",BTC/PHP,LIMIT,BUY,3502342.7,3502342.7,0.0000286,0.0000286,100.16700122 PHP,,,,FILLED
2024-07-14 11:03:56.985,"1729890663430907141	",BONK/PHP,LIMIT,BUY,0.001373,0.001373,145667,145667,200.000791 PHP,,,,FILLED
2024-07-14 10:50:15.726,"1729883774269809920	",TRUMP/PHP,LIMIT,BUY,544.9,544.9,0.37,0.37,201.613 PHP,,,,FILLED
2024-07-14 10:30:47.386,"1729873973481596160	",TRUMP/PHP,LIMIT,SELL,525.3,525.3,0.54,0.54,283.662 PHP,,,,FILLED
2024-07-14 10:30:36.931,"1729873885778699520	",TRUMP/PHP,LIMIT,SELL,525.3,525.3,1.59,1.59,835.227 PHP,,,,FILLED
2024-07-14 10:18:33.598,"1729867818013320449	",TRUMP/PHP,LIMIT,SELL,558.9,0,1.58,0,0 PHP,,,,CANCELED
2024-07-14 09:59:35.687,"1729858272540779776	",TRUMP/PHP,LIMIT,BUY,563.1,561.7,0.36,0.36,202.212 PHP,,,,FILLED
2024-07-13 17:41:42.422,"1729366085503837443	",TRUMP/PHP,LIMIT,BUY,373,373,1.35,1.35,503.55 PHP,,,,FILLED
2024-07-13 17:39:35.774,"1729365023103411458	",PEPE/PHP,LIMIT,BUY,0.0005044,0.0005044,198256,198256,100.0003264 PHP,,,,FILLED
2024-07-13 17:35:57.717,"1729363193917105408	",DOGE/PHP,LIMIT,BUY,6.427,0,16,0,0 PHP,,,,CANCELED
2024-07-13 17:34:21.620,"1729362387788653824	",BONK/PHP,LIMIT,BUY,0.000998,0,200401,0,0 PHP,,,,CANCELED
2024-07-13 17:33:30.138,"1729361955934725376	",SHIB/PHP,LIMIT,BUY,0.000998,0.000998,200401,200401,200.000198 PHP,,,,FILLED
2024-07-13 17:32:31.892,"1729361467323475200	",BTC/PHP,LIMIT,BUY,3426468.2,3424219.1,0.0000584,0.0000584,199.97439544 PHP,,,,FILLED
2024-07-13 13:56:19.073,"1729252643430229248	",BONK/PHP,LIMIT,BUY,0.001326,0.001325,75415,75415,99.924875 PHP,,,,FILLED
2024-07-12 07:36:49.642,"1728336863876375811	",BTC/PHP,LIMIT,BUY,3333404.1,3332542,0.00003,0.00003,99.97626 PHP,,,,FILLED
2024-07-11 17:39:04.835,"1727915212105868545	",BTC/PHP,LIMIT,BUY,3374704.9,3374704.9,0.0000297,0.0000297,100.22873553 PHP,,,,FILLED
2024-07-11 17:32:07.715,"1727911713049699585	",BONK/PHP,LIMIT,BUY,0.001446,0.001446,69157,69157,100.001022 PHP,,,,FILLED
2024-07-11 17:29:30.955,"1727910398051509505	",DOGE/PHP,LIMIT,BUY,6.299,6.299,16,16,100.784 PHP,,,,FILLED
2024-07-11 17:26:56.323,"1727909100912665856	",SHIB/PHP,LIMIT,BUY,0.0009596,0.0009596,104211,104211,100.0008756 PHP,,,,FILLED
2024-07-11 17:15:43.740,"1727903458869142787	",SOL/PHP,LIMIT,BUY,8077,8077,0.013,0.013,105.001 PHP,,,,FILLED
2024-07-10 15:23:41.726,"1727122294797526273	",BONK/PHP,LIMIT,BUY,0.001542,0.001542,32426,32426,50.000892 PHP,,,,FILLED
2024-07-10 14:07:17.775,"1727083841837884673	",BONK/PHP,LIMIT,BUY,0.001545,0.001545,64725,64725,100.000125 PHP,,,,FILLED
2024-07-10 09:16:31.408,"1726937491095708928	",BTC/PHP,LIMIT,BUY,3200000,0,0.0000313,0,0 PHP,,,,CANCELED
2024-07-10 05:13:16.885,"1726815063371703554	",PEPE/PHP,LIMIT,BUY,0.00048,0,208334,0,0 PHP,,,,CANCELED
2024-07-10 05:09:08.895,"1726812983064028418	",TRUMP/PHP,LIMIT,BUY,359,359,0.14,0.14,50.26 PHP,,,,FILLED
2024-07-09 18:00:04.090,"1726476224040035584	",SHIB/PHP,LIMIT,BUY,0.0009505,0.0009505,105208,105208,100.000204 PHP,,,,FILLED
2024-07-09 17:36:39.949,"1726464445259998464	",SHIB/PHP,LIMIT,BUY,0.0009555,0.000955,104658,104658,99.94839 PHP,,,,FILLED
2024-07-09 17:29:59.836,"1726461088868885760	",SHIB/PHP,LIMIT,BUY,0.0009509,0.0009509,105164,105164,100.0004476 PHP,,,,FILLED
2024-07-09 10:31:55.442,"1726250665712313600	",SOL/PHP,LIMIT,BUY,8266.7,8266.7,0.013,0.013,107.4671 PHP,,,,FILLED
2024-07-09 10:29:49.183,"1726249606583444739	",TRUMP/PHP,LIMIT,BUY,358.2,358.2,0.28,0.28,100.296 PHP,,,,FILLED
2024-07-09 10:28:11.449,"1726248786731230464	",BONK/PHP,LIMIT,BUY,0.001521,0.001521,65747,65747,100.001187 PHP,,,,FILLED
2024-07-09 10:25:31.140,"1726247441953481985	",BTC/PHP,LIMIT,BUY,3367397.5,3367397.5,0.0000297,0.0000297,100.01170575 PHP,,,,FILLED
2024-07-09 00:27:06.616,"1725946252984608000	",DOGE/PHP,LIMIT,BUY,6.261,6.261,16,16,100.176 PHP,,,,FILLED
2024-07-09 00:24:15.464,"1725944817249182978	",SHIB/PHP,LIMIT,BUY,0.0009424,0.0009424,106113,106113,100.0008912 PHP,,,,FILLED
2024-07-09 00:23:31.524,"1725944448653747459	",PEPE/PHP,LIMIT,BUY,0.0005379,0.0005379,185909,185909,100.0004511 PHP,,,,FILLED
2024-07-09 00:22:47.187,"1725944076728034562	",SOL/PHP,LIMIT,BUY,8158.9,8158.9,0.013,0.013,106.0657 PHP,,,,FILLED
2024-07-09 00:20:38.224,"1725942994907981060	",BONK/PHP,LIMIT,BUY,0.001381,0.001381,72412,72412,100.000972 PHP,,,,FILLED
2024-07-09 00:17:52.465,"1725941604412318977	",BTC/PHP,LIMIT,BUY,3330500,3330500,0.0000301,0.0000301,100.24805 PHP,,,,FILLED
2024-07-08 08:55:20.688,"1725477280052962562	",BTC/PHP,LIMIT,BUY,3393705.5,3393705.5,0.0000295,0.0000295,100.11431225 PHP,,,,FILLED
2024-07-08 08:51:06.822,"1725475150470604034	",SOL/PHP,LIMIT,BUY,8179.4,8179.4,0.025,0.025,204.485 PHP,,,,FILLED
2024-07-08 08:46:19.649,"1725472741505656065	",BONK/PHP,LIMIT,BUY,0.00133,0.00133,375940,375940,500.0002 PHP,,,,FILLED
2024-07-08 08:37:13.168,"1725468157273990400	",BTC/PHP,LIMIT,BUY,3337925,3337925,0.00003,0.00003,100.13775 PHP,,,,FILLED
2024-07-08 08:23:41.757,"1725461350681961728	",XRP/PHP,LIMIT,SELL,25.11,25.11,735.49,735.49,18468.1539 PHP,,,,FILLED
2024-07-07 07:40:44.150,"1724714952407672065	",BONK/PHP,LIMIT,SELL,0.001287,0.001287,591467,591467,761.218029 PHP,,,,FILLED
2024-07-07 07:39:13.638,"1724714193154761985	",BONK/PHP,LIMIT,SELL,0.001291,0,591467,0,0 PHP,,,,CANCELED
2024-07-07 03:22:30.416,"1724584981538301187	",BTC/PHP,LIMIT,BUY,2900000.2,0,0.0000345,0,0 PHP,,,,CANCELED
2024-07-06 07:21:44.589,"1723980617337562368	",BTC/PHP,LIMIT,SELL,3331191.4,3331191.4,0.0001501,0.0001501,500.01182914 PHP,,,,FILLED
2024-07-05 19:14:43.945,"1723614700862727425	",BTC/PHP,LIMIT,BUY,3321747.2,3321747.2,0.0000302,0.0000302,100.31676544 PHP,,,,FILLED
2024-07-05 19:14:09.351,"1723614410667222272	",SOL/PHP,LIMIT,BUY,7946.2,7945.3,0.013,0.013,103.2889 PHP,,,,FILLED
2024-07-05 19:13:12.448,"1723613933330261248	",BONK/PHP,LIMIT,BUY,0.001292,0.001292,77400,77400,100.0008 PHP,,,,FILLED
2024-07-05 19:08:38.928,"1723611638869812480	",DOGE/PHP,LIMIT,SELL,6.151,6.151,27,27,166.077 PHP,,,,FILLED
2024-07-05 19:08:21.042,"1723611488839558400	",SHIB/PHP,LIMIT,SELL,0.0008563,0.0008568,194169,194169,166.3639992 PHP,,,,FILLED
2024-07-05 19:05:13.694,"1723609917259015425	",SOL/PHP,LIMIT,SELL,7942.8,7943.4,0.038,0.038,301.8492 PHP,,,,FILLED
2024-07-05 19:02:49.888,"1723608710910076160	",TRUMP/PHP,LIMIT,SELL,345,345,1,1,345 PHP,,,,FILLED
2024-07-05 18:56:28.136,"1723605508542194944	",BONK/PHP,LIMIT,BUY,0.001303,0.001303,76746,76746,100.000038 PHP,,,,FILLED
2024-07-05 18:55:12.216,"1723604871695852800	",TRUMP/PHP,LIMIT,SELL,347.6,0,1,0,0 PHP,,,,CANCELED
2024-07-05 18:53:47.216,"1723604158647395586	",BTC/PHP,LIMIT,BUY,3325716.3,3325716.3,0.0000602,0.0000602,200.20812126 PHP,,,,FILLED
2024-07-04 08:02:14.496,"1722551449412461824	",SOL/PHP,LIMIT,BUY,7900,7900,0.026,0.026,205.4 PHP,,,,FILLED
2024-07-04 06:16:48.659,"1722498384495928589	",SOL/PHP,LIMIT,BUY,7973,7973,0.013,0.013,103.649 PHP,,,,FILLED
2024-07-04 03:12:17.896,"1722405516154529025	",SOL/PHP,LIMIT,BUY,8046.9,8046.9,0.013,0.013,104.6097 PHP,,,,FILLED
2024-07-04 03:11:03.161,"1722404889231910144	",BTC/PHP,LIMIT,BUY,3477946.3,3477946.3,0.0000288,0.0000288,100.16485344 PHP,,,,FILLED
2024-07-03 00:37:48.401,"1721602982271804674	",DOGE/PHP,LIMIT,BUY,7.364,7.364,7,7,51.548 PHP,,,,FILLED
2024-07-03 00:36:05.913,"1721602122540147988	",SOL/PHP,LIMIT,BUY,9048.3,9048.3,0.023,0.023,208.1109 PHP,,,,FILLED
2024-07-03 00:23:31.581,"1721595794744698112	",DOGE/PHP,LIMIT,BUY,7.351,7.351,7,7,51.457 PHP,,,,FILLED
2024-07-03 00:06:53.823,"1721587424935568641	",SOL/PHP,LIMIT,BUY,9040.9,9040.9,0.023,0.023,207.9407 PHP,,,,FILLED
2024-07-01 08:43:54.752,"1720398095911511296	",BONK/PHP,LIMIT,BUY,0.001388,0.001388,72047,72047,100.001236 PHP,,,,FILLED
2024-07-01 08:43:28.779,"1720397878009029888	",SOL/PHP,LIMIT,BUY,8605.1,8605.1,0.012,0.012,103.2612 PHP,,,,FILLED
2024-07-01 08:42:56.575,"1720397607912629505	",BTC/PHP,LIMIT,BUY,3682736.6,3682736.6,0.0000272,0.0000272,100.17043552 PHP,,,,FILLED
2024-06-29 05:53:35.927,"1718862822715188481	",BTC/PHP,LIMIT,BUY,3566381.7,3566381.7,0.0000281,0.0000281,100.21532577 PHP,,,,FILLED
2024-06-29 02:31:25.364,"1718761064177362178	",BTC/PHP,LIMIT,BUY,3582484.2,3582484.2,0.000028,0.000028,100.3095576 PHP,,,,FILLED
2024-06-29 02:30:28.335,"1718760585775047936	",BONK/PHP,LIMIT,BUY,0.001357,0.001357,73692,73692,100.000044 PHP,,,,FILLED
2024-06-29 02:28:04.824,"1718759381925913861	",SOL/PHP,LIMIT,BUY,8373.2,8364.6,0.012,0.012,100.3752 PHP,,,,FILLED
2024-06-28 01:40:44.782,"1718010782204060928	",DOGE/PHP,LIMIT,BUY,7.549,7.549,7,7,52.843 PHP,,,,FILLED
2024-06-28 01:39:47.997,"1718010305848567040	",BONK/PHP,LIMIT,BUY,0.001454,0.001454,68776,68776,100.000304 PHP,,,,FILLED
2024-06-28 01:30:45.965,"1718005758954595584	",TRUMP/PHP,LIMIT,BUY,491,490,0.6,0.6,294 PHP,,,,FILLED
2024-06-28 01:29:31.966,"1718005138214380800	",TRUMP/PHP,LIMIT,BUY,491,491,0.21,0.21,103.11 PHP,,,,FILLED
2024-06-28 01:18:53.528,"1717999782616655104	",TRUMP/PHP,LIMIT,BUY,511.8,511.8,0.2,0.2,102.36 PHP,,,,FILLED
2024-06-28 01:02:47.092,"1717991675555505408	",BTC/PHP,LIMIT,BUY,3619989,3619989,0.0000277,0.0000277,100.2736953 PHP,,,,FILLED
2024-06-28 00:53:00.722,"1717986756727432448	",BONK/PHP,LIMIT,BUY,0.001427,0.001427,70078,70078,100.001306 PHP,,,,FILLED
2024-06-28 00:51:12.197,"1717985846353749248	",SOL/PHP,LIMIT,BUY,8694.9,8694.9,0.012,0.012,104.3388 PHP,,,,FILLED
2024-06-28 00:49:52.563,"1717985178326951168	",BTC/PHP,LIMIT,BUY,3625204,3623175.4,0.0000276,0.0000276,99.99964104 PHP,,,,FILLED
2024-06-27 12:11:20.888,"1717603398725952769	",BONK/PHP,LIMIT,BUY,0.001275,0.001275,78432,78432,100.0008 PHP,,,,FILLED
2024-06-27 12:08:43.339,"1717602077109150978	",SOL/PHP,LIMIT,BUY,8256.2,8256.2,0.013,0.013,107.3306 PHP,,,,FILLED
2024-06-27 12:07:33.682,"1717601492800660736	",SOL/PHP,LIMIT,BUY,8235.1,8235.1,0.013,0.013,107.0563 PHP,,,,FILLED
2024-06-25 12:06:40.448,"1716151494770713856	",DOGE/PHP,LIMIT,BUY,7.32,7.32,7,7,51.24 PHP,,,,FILLED
2024-06-25 11:17:23.663,"1716126691460408576	",SHIB/PHP,LIMIT,BUY,0.001029,0.001029,97182,97182,100.000278 PHP,,,,FILLED
2024-06-25 11:15:58.811,"1716125979678631168	",SHIB/PHP,LIMIT,BUY,0.001029,0.001029,97182,97182,100.000278 PHP,,,,FILLED
2024-06-25 10:22:21.116,"1716098987671446784	",BONK/PHP,LIMIT,BUY,0.001334,0.001333,74963,74963,99.925679 PHP,,,,FILLED
2024-06-25 10:21:35.255,"1716098602969883905	",SOL/PHP,LIMIT,BUY,8168.6,8168.6,0.013,0.013,106.1918 PHP,,,,FILLED
2024-06-25 10:18:14.796,"1716096921389524224	",BTC/PHP,LIMIT,BUY,3540000,3540000,0.0000283,0.0000283,100.182 PHP,,,,FILLED
2024-06-25 04:52:57.822,"1715933201195623682	",SOL/PHP,LIMIT,BUY,8001,8001,0.025,0.025,200.025 PHP,,,,FILLED
2024-06-25 04:51:48.251,"1715932617541444865	",BTC/PHP,LIMIT,BUY,3250000,0,0.0001539,0,0 PHP,,,,CANCELED
2024-06-25 04:50:59.356,"1715932207380456704	",BTC/PHP,LIMIT,BUY,3300000,3300000,0.0001516,0.0001516,500.28 PHP,,,,FILLED
2024-06-25 04:49:48.212,"1715931610589717763	",BTC/PHP,LIMIT,BUY,3607568.6,3607568.6,0.0000278,0.0000278,100.29040708 PHP,,,,FILLED
2024-06-21 10:00:34.545,"1713188924459869440	",BTC/PHP,LIMIT,BUY,3780603,3780603,0.0000186,0.0000186,70.3192158 PHP,,,,FILLED
2024-06-20 09:46:05.254,"1712456856562066688	",YGG/PHP,LIMIT,BUY,39,39,1.29,1.29,50.31 PHP,,,,FILLED
